tconst,titleType,averageRating,numVotes
tt0055100,movie,7.1,8796
tt0055152,movie,5.8,3529
tt0055153,movie,7.5,4331
tt0055184,movie,7.2,23498
tt0055198,movie,6.5,5333
tt0055200,movie,6.6,3649
tt0055205,movie,7.3,8641
tt0055207,movie,6.7,8573
tt0055230,movie,6.4,4120
tt0055233,movie,8.8,7361
tt0055254,movie,7.3,182737
tt0055256,movie,7.9,23063
tt0055257,movie,7.1,13327
tt0055277,movie,7.2,24067
tt0055278,movie,6.7,3977
tt0055294,movie,3.8,3340
tt0055304,movie,7.0,16508
tt0055310,movie,7.8,3779
tt0055312,movie,7.1,8002
tt0055320,movie,7.9,6786
tt0055353,movie,8.0,9607
tt0055382,movie,6.4,3010
tt0055399,movie,7.3,3718
tt0055471,movie,7.7,22686
tt0055489,movie,6.8,2084
tt0055499,movie,7.9,27456
tt0055505,movie,7.4,5522
tt0055506,movie,7.4,6388
tt0055558,movie,6.7,6972
tt0055562,movie,2.2,2855
tt0055571,movie,7.3,3947
tt0055572,movie,7.3,19229
tt0055597,movie,7.7,7235
tt0055601,movie,8.1,26199
tt0055602,movie,8.0,2197
tt0055608,movie,6.0,6682
tt0055614,movie,7.6,121460
tt0055618,movie,7.6,3762
tt0055623,movie,6.3,2095
tt0055630,movie,8.2,131724
tt0055633,movie,6.9,2957
tt0055657,tvSeries,8.5,5171
tt0055662,tvSeries,7.3,11074
tt0055666,tvSeries,8.4,3156
tt0055683,tvSeries,7.0,24081
tt0055686,tvSeries,7.2,3159
tt0055689,tvSeries,7.4,3281
tt0055701,tvSeries,7.5,6244
tt0055708,tvSeries,8.5,4260
tt0055710,tvSeries,7.6,3180
tt0055719,movie,6.5,7698
tt0055728,movie,7.7,7530
tt0055738,movie,6.8,2320
tt0055747,movie,7.2,2463
tt0055774,movie,6.9,7061
tt0055796,movie,7.8,4929
tt0055798,movie,7.8,19361
tt0055805,movie,7.0,5063
tt0055809,movie,6.5,2437
tt0055824,movie,7.7,31968
tt0055830,movie,7.0,27922
tt0055831,movie,6.1,3222
tt0055832,movie,6.5,2955
tt0055844,movie,7.0,2818
tt0055850,movie,7.6,2246
tt0055852,movie,7.8,27478
tt0055858,movie,6.8,2616
tt0055871,movie,7.5,3001
tt0055884,movie,7.1,3041
tt0055892,movie,7.2,3357
tt0055894,movie,6.1,8967
tt0055895,movie,7.8,14091
tt0055910,movie,7.8,4813
tt0055913,movie,7.9,14224
tt0055928,movie,7.2,179808
tt0055946,movie,2.3,6136
tt0055972,movie,7.3,6661
tt0055981,movie,7.6,2306
tt0055992,movie,6.5,3010
tt0055998,movie,7.2,3333
tt0056023,movie,5.6,3641
tt0056048,movie,7.1,7037
tt0056049,movie,8.0,6208
tt0056058,movie,8.6,69245
tt0056059,movie,7.1,14322
tt0056062,movie,6.9,7480
tt0056085,movie,7.1,23413
tt0056095,movie,6.5,3464
tt0056111,movie,8.0,40041
tt0056112,movie,6.3,3050
tt0056138,movie,6.1,3122
tt0056141,movie,7.3,2697
tt0056142,movie,5.7,11291
tt0056171,movie,6.8,2257
tt0056172,movie,8.3,315259
tt0056193,movie,7.5,109071
tt0056194,movie,7.5,9408
tt0056195,movie,7.6,10006
tt0056196,movie,7.5,5940
tt0056197,movie,7.7,59185
tt0056210,movie,7.6,2976
tt0056211,movie,4.8,2615
tt0056215,movie,7.8,10501
tt0056217,movie,8.1,82574
tt0056218,movie,7.9,80026
tt0056234,movie,6.6,2805
tt0056241,movie,8.1,20570
tt0056255,movie,6.8,5871
tt0056262,movie,7.7,19215
tt0056264,movie,7.2,17949
tt0056277,movie,6.6,3618
tt0056279,movie,6.9,4052
tt0056289,movie,6.7,2702
tt0056291,movie,7.4,23638
tt0056322,movie,8.3,3968
tt0056327,movie,7.7,4417
tt0056331,movie,6.6,4859
tt0056347,movie,6.4,3743
tt0056357,movie,7.3,2670
tt0056368,movie,6.5,4887
tt0056370,movie,7.1,2062
tt0056371,movie,6.8,3076
tt0056405,movie,3.6,4391
tt0056406,movie,7.8,4853
tt0056412,movie,7.4,14899
tt0056417,movie,6.1,2788
tt0056443,movie,8.0,41261
tt0056444,movie,8.0,10756
tt0056452,movie,6.8,3635
tt0056504,movie,5.7,2196
tt0056512,movie,8.2,12504
tt0056541,movie,7.2,8503
tt0056552,movie,6.8,8413
tt0056556,movie,6.3,4494
tt0056575,movie,6.6,10908
tt0056576,movie,6.6,4028
tt0056585,movie,5.8,2037
tt0056592,movie,8.3,333581
tt0056606,movie,6.3,2591
tt0056625,movie,6.4,2986
tt0056626,movie,6.6,2064
tt0056632,movie,6.6,2480
tt0056636,movie,7.4,3330
tt0056663,movie,7.8,35132
tt0056671,movie,6.7,2958
tt0056676,movie,6.5,2132
tt0056687,movie,8.0,62146
tt0056700,movie,6.4,2168
tt0056704,movie,6.7,2339
tt0056714,movie,7.6,5922
tt0056732,movie,8.0,35645
tt0056736,movie,7.7,22170
tt0056751,tvSeries,8.4,39690
tt0056757,tvSeries,8.1,4722
tt0056758,tvSeries,6.6,5566
tt0056775,tvSeries,7.2,3003
tt0056777,tvSeries,8.2,9352
tt0056780,tvSeries,7.0,3672
tt0056800,movie,6.7,7447
tt0056801,movie,8.0,125481
tt0056825,movie,7.7,6004
tt0056844,movie,7.2,2076
tt0056846,movie,7.2,4241
tt0056860,movie,5.7,2367
tt0056868,movie,7.3,7127
tt0056869,movie,7.6,205188
tt0056875,movie,5.0,7359
tt0056891,movie,6.6,9354
tt0056903,movie,6.9,2932
tt0056905,movie,6.7,3616
tt0056907,movie,6.7,2909
tt0056910,movie,6.8,4266
tt0056912,movie,6.4,3033
tt0056917,movie,7.0,2738
tt0056919,movie,7.0,3113
tt0056923,movie,7.8,85874
tt0056930,movie,7.2,3402
tt0056931,movie,6.2,5030
tt0056937,movie,7.0,37501
tt0056943,movie,6.5,7052
tt0056945,movie,8.0,3303
tt0056956,movie,6.8,3338
tt0056961,movie,3.2,2024
tt0056983,movie,5.7,9040
tt0056993,movie,6.3,3072
tt0057007,movie,6.7,9868
tt0057012,movie,8.3,519436
tt0057051,movie,6.7,2620
tt0057058,movie,7.8,10506
tt0057071,movie,5.5,3667
tt0057076,movie,7.3,145734
tt0057078,movie,6.6,4683
tt0057083,movie,5.8,3796
tt0057091,movie,7.9,28925
tt0057093,movie,6.6,2181
tt0057115,movie,8.2,259591
tt0057128,movie,6.7,8524
tt0057129,movie,7.4,42581
tt0057163,movie,7.8,24032
tt0057171,movie,7.2,10170
tt0057180,movie,7.0,5239
tt0057181,movie,2.3,5309
tt0057187,movie,7.3,21522
tt0057191,movie,6.0,3147
tt0057193,movie,7.5,46292
tt0057197,movie,7.3,31151
tt0057207,movie,7.1,2858
tt0057225,movie,6.1,2190
tt0057226,movie,6.2,3940
tt0057227,movie,5.3,2511
tt0057229,movie,8.1,2031
tt0057239,movie,7.3,2236
tt0057251,movie,7.5,13657
tt0057254,movie,6.8,5767
tt0057259,movie,6.0,3142
tt0057261,movie,6.9,20477
tt0057263,movie,7.2,5498
tt0057277,movie,8.3,4991
tt0057286,movie,7.6,3301
tt0057295,movie,6.4,3567
tt0057298,movie,7.1,16673
tt0057318,movie,6.2,4421
tt0057323,movie,7.4,2787
tt0057329,movie,6.9,6509
tt0057334,movie,7.2,6853
tt0057336,movie,7.0,3757
tt0057344,movie,7.3,4177
tt0057345,movie,7.5,36123
tt0057357,movie,7.5,2890
tt0057358,movie,8.0,27180
tt0057363,movie,7.4,2508
tt0057372,movie,6.6,19456
tt0057379,movie,5.4,2477
tt0057393,movie,6.6,2999
tt0057401,movie,6.7,3312
tt0057413,movie,7.0,56821
tt0057422,movie,6.5,2062
tt0057426,movie,6.8,5329
tt0057427,movie,7.6,24127
tt0057443,movie,7.0,5403
tt0057449,movie,6.5,13633
tt0057465,movie,6.6,3051
tt0057490,movie,7.8,13875
tt0057495,movie,7.3,13121
tt0057503,movie,7.3,2387
tt0057507,movie,1.9,5008
tt0057518,movie,6.0,3217
tt0057523,movie,7.0,3219
tt0057542,movie,6.9,2736
tt0057543,movie,6.7,3389
tt0057546,movie,7.1,106755
tt0057565,movie,8.4,53579
tt0057569,movie,5.0,8525
tt0057578,movie,7.5,7155
tt0057579,movie,7.2,2609
tt0057581,movie,6.9,5933
tt0057590,movie,6.4,14303
tt0057591,movie,7.7,6616
tt0057603,movie,7.0,13974
tt0057608,movie,6.6,3584
tt0057611,movie,7.7,21385
tt0057622,movie,6.0,2081
tt0057634,movie,6.3,4219
tt0057637,movie,7.5,2072
tt0057643,movie,7.9,7449
tt0057654,movie,7.5,2925
tt0057683,movie,6.6,2790
tt0057687,movie,6.8,4621
tt0057693,movie,6.6,8229
tt0057694,movie,7.8,3362
tt0057697,movie,7.3,3934
tt0057710,movie,7.3,2881
tt0057715,movie,7.2,2030
tt0057729,tvSeries,8.0,21866
tt0057730,tvSeries,7.8,5354
tt0057733,tvSeries,7.6,24483
tt0057742,tvSeries,7.3,2427
tt0057748,tvSeries,6.3,2927
tt0057751,tvSeries,7.4,16932
tt0057752,tvSeries,7.0,4192
tt0057765,tvSeries,7.7,6294
tt0057773,tvSeries,7.8,16960
tt0057785,tvSeries,7.8,3440
tt0057790,tvSeries,7.9,5130
tt0057798,tvSeries,7.2,4225
tt0057809,movie,7.3,4807
tt0057811,movie,6.4,4591
tt0057812,movie,7.1,5410
tt0057831,movie,7.6,24168
tt0057840,movie,7.3,5723
tt0057842,movie,7.7,3047
tt0057846,movie,6.7,3030
tt0057851,movie,6.4,3354
tt0057859,movie,3.0,2975
tt0057869,movie,7.6,27128
tt0057870,movie,6.8,2017
tt0057877,movie,7.8,15899
tt0057878,movie,6.7,2368
tt0057879,movie,6.7,2261
tt0057883,movie,7.6,3737
tt0057917,movie,6.5,2502
tt0057918,movie,6.7,5019
tt0057919,movie,5.8,2595
tt0057920,movie,6.2,3122
tt0057933,movie,7.2,2503
tt0057935,movie,8.1,7244
tt0057940,movie,6.7,6470
tt0057952,movie,6.1,2986
tt0057960,movie,7.5,2649
tt0057967,movie,7.3,8080
tt0057986,movie,5.6,3400
tt0057993,movie,6.8,2807
tt0057997,movie,7.3,6459
tt0058001,movie,7.4,2916
tt0058003,movie,7.5,17700
tt0058006,movie,7.2,5385
tt0058007,movie,4.8,2555
tt0058018,movie,6.3,3363
tt0058022,movie,7.9,3485
tt0058050,movie,5.8,2416
tt0058073,movie,6.0,4660
tt0058083,movie,8.0,24478
tt0058085,movie,6.7,10187
tt0058089,movie,6.9,12125
tt0058092,movie,7.3,12356
tt0058100,movie,6.5,6433
tt0058123,movie,7.0,2699
tt0058124,movie,5.4,2578
tt0058126,movie,8.2,2979
tt0058135,movie,7.1,13884
tt0058138,movie,7.3,6836
tt0058150,movie,7.7,203011
tt0058153,movie,6.8,3135
tt0058154,movie,6.2,2035
tt0058155,movie,6.4,6883
tt0058182,movie,7.5,48205
tt0058203,movie,7.0,6218
tt0058208,movie,3.3,3201
tt0058212,movie,6.5,6988
tt0058213,movie,7.5,16096
tt0058230,movie,6.5,6003
tt0058238,movie,6.3,2357
tt0058249,movie,7.4,9793
tt0058262,movie,7.0,9377
tt0058263,movie,7.5,2499
tt0058265,movie,6.9,8635
tt0058275,movie,7.4,3065
tt0058279,movie,7.9,20083
tt0058283,movie,6.7,3842
tt0058294,movie,6.8,3227
tt0058324,movie,7.1,6095
tt0058329,movie,7.1,54011
tt0058331,movie,7.8,186473
tt0058333,movie,6.9,16347
tt0058335,movie,7.4,11072
tt0058349,movie,8.0,2074
tt0058371,movie,6.5,3031
tt0058374,movie,6.3,5538
tt0058379,movie,6.5,10413
tt0058382,movie,7.0,5828
tt0058383,movie,7.1,6336
tt0058385,movie,7.7,102075
tt0058390,movie,7.2,8783
tt0058403,movie,6.3,2490
tt0058404,movie,7.6,13149
tt0058405,movie,6.7,2509
tt0058409,movie,7.2,3390
tt0058414,movie,7.9,2028
tt0058430,movie,7.9,21982
tt0058437,movie,6.2,2530
tt0058450,movie,7.8,31491
tt0058453,movie,6.3,9482
tt0058456,movie,6.2,2573
tt0058458,movie,7.5,8440
tt0058461,movie,7.9,233497
tt0058500,movie,7.2,2850
tt0058525,movie,6.6,2339
tt0058529,movie,6.4,5702
tt0058530,movie,6.4,7176
tt0058534,movie,6.0,3325
tt0058544,movie,6.5,8008
tt0058548,movie,2.7,12665
tt0058557,movie,7.6,7505
tt0058564,movie,7.9,3883
tt0058567,movie,7.1,13100
tt0058571,movie,6.9,7419
tt0058576,movie,7.8,17408
tt0058580,movie,6.4,4726
tt0058586,movie,7.3,31036
tt0058604,movie,8.2,10721
tt0058606,movie,6.8,7828
tt0058615,movie,1.6,3529
tt0058620,movie,6.8,6678
tt0058625,movie,8.5,22812
tt0058642,movie,7.8,8492
tt0058652,movie,7.6,4013
tt0058659,movie,5.2,3222
tt0058672,movie,6.9,10764
tt0058692,movie,6.6,2737
tt0058694,movie,5.8,5295
tt0058700,movie,6.7,21579
tt0058701,movie,7.1,4366
tt0058708,movie,6.6,4267
tt0058715,movie,7.6,13773
tt0058725,movie,6.3,9264
tt0058743,movie,6.9,5790
tt0058751,movie,6.5,3575
tt0058754,movie,6.8,2947
tt0058756,movie,6.6,3856
tt0058777,movie,7.7,42850
tt0058789,tvSeries,6.4,2356
tt0058791,tvSeries,7.6,3563
tt0058796,tvSeries,5.2,7453
tt0058800,tvSeries,7.4,3344
tt0058805,tvSeries,8.2,13838
tt0058808,tvSeries,7.3,7674
tt0058812,tvSeries,7.8,12398
tt0058815,tvSeries,7.4,17502
tt0058816,tvSeries,7.1,2493
tt0058824,tvSeries,7.2,8897
tt0058855,tvSeries,8.1,6539
tt0058886,movie,7.1,8090
tt0058888,movie,8.3,21181
tt0058898,movie,7.0,27693
tt0058926,movie,6.7,2740
tt0058930,movie,6.3,2033
tt0058946,movie,8.1,65905
tt0058947,movie,6.8,17856
tt0058953,movie,5.6,3165
tt0058962,movie,7.3,5997
tt0058981,movie,6.4,3462
tt0058983,movie,4.5,2365
tt0058985,movie,7.6,9604
tt0058997,movie,7.3,10274
tt0059012,movie,7.6,10196
tt0059014,movie,6.2,3400
tt0059017,movie,6.7,16247
tt0059037,movie,7.2,18291
tt0059043,movie,7.5,12002
tt0059044,movie,5.1,2032
tt0059050,movie,7.2,2251
tt0059065,movie,5.9,2879
tt0059076,movie,5.2,2465
tt0059079,movie,6.9,4957
tt0059080,movie,5.2,3824
tt0059084,movie,7.0,7931
tt0059095,movie,6.6,5020
tt0059106,movie,6.3,2978
tt0059113,movie,7.9,82261
tt0059124,movie,5.1,2617
tt0059125,movie,6.6,7532
tt0059126,movie,5.6,5368
tt0059127,movie,6.6,10897
tt0059160,movie,6.4,2070
tt0059162,movie,5.8,2025
tt0059166,movie,6.2,2515
tt0059168,movie,6.8,8289
tt0059170,movie,6.6,16169
tt0059183,movie,7.5,22472
tt0059205,movie,5.5,2440
tt0059219,movie,5.8,2555
tt0059221,movie,7.2,7587
tt0059224,movie,6.3,2983
tt0059229,movie,7.5,14759
tt0059243,movie,7.2,19903
tt0059245,movie,6.6,11980
tt0059246,movie,8.3,8612
tt0059250,movie,6.4,4451
tt0059260,movie,7.1,21176
tt0059263,movie,6.5,8104
tt0059269,movie,6.5,2345
tt0059274,movie,7.9,15214
tt0059297,movie,6.2,3449
tt0059309,movie,7.3,10374
tt0059311,movie,6.1,2117
tt0059314,movie,6.1,4289
tt0059319,movie,7.2,17649
tt0059346,movie,6.2,7513
tt0059348,movie,7.6,2431
tt0059358,movie,7.5,5103
tt0059362,movie,6.3,3762
tt0059399,movie,6.7,4271
tt0059410,movie,6.9,3969
tt0059415,movie,7.5,9396
tt0059418,movie,6.7,8853
tt0059440,movie,6.9,3891
tt0059448,movie,7.2,5969
tt0059464,movie,1.8,10083
tt0059465,movie,5.6,3734
tt0059470,movie,7.0,4514
tt0059496,movie,7.1,6802
tt0059518,movie,6.4,2151
tt0059527,movie,8.2,9761
tt0059529,movie,8.1,2073
tt0059540,movie,6.5,2079
tt0059549,movie,6.6,5515
tt0059550,movie,8.5,14873
tt0059557,movie,6.4,7132
tt0059563,movie,5.4,2477
tt0059573,movie,8.0,9555
tt0059575,movie,7.7,10753
tt0059578,movie,8.2,275522
tt0059592,movie,7.4,37045
tt0059601,movie,6.5,2312
tt0059616,movie,7.4,5993
tt0059619,movie,7.6,4949
tt0059635,movie,6.2,3475
tt0059643,movie,7.8,5918
tt0059646,movie,7.6,57426
tt0059653,movie,6.4,4425
tt0059673,movie,7.4,2518
tt0059674,movie,6.2,3815
tt0059678,movie,6.1,3059
tt0059710,movie,5.8,3640
tt0059711,movie,7.3,9667
tt0059712,movie,7.1,6974
tt0059719,movie,7.8,10862
tt0059727,movie,6.2,3598
tt0059729,movie,7.0,2488
tt0059740,movie,7.1,19262
tt0059742,movie,8.1,261939
tt0059749,movie,7.5,18861
tt0059764,movie,6.5,2499
tt0059776,movie,7.5,3320
tt0059792,movie,6.2,7037
tt0059793,movie,6.7,7940
tt0059797,movie,7.0,9257
tt0059798,movie,7.3,3715
tt0059800,movie,6.9,127369
tt0059812,movie,8.3,2737
tt0059817,movie,7.8,2216
tt0059821,movie,6.4,6900
tt0059825,movie,7.8,19041
tt0059831,movie,6.3,2354
tt0059855,movie,8.0,2400
tt0059856,movie,7.2,2249
tt0059878,movie,3.7,2693
tt0059884,movie,8.2,2122
tt0059885,movie,7.1,15173
tt0059894,movie,8.0,7339
tt0059895,movie,5.3,2610
tt0059896,movie,6.6,3687
tt0059903,movie,6.1,11094
tt0059915,movie,6.6,2887
tt0059927,movie,6.4,4023
tt0059956,movie,6.3,3978
tt0059968,tvSeries,7.5,26276
tt0059978,tvSeries,8.1,5449
tt0059982,tvSeries,7.0,3279
tt0059991,tvSeries,7.4,3288
tt0060004,tvSeries,6.2,2044
tt0060009,tvSeries,7.9,11574
tt0060010,tvSeries,7.5,5196
tt0060018,tvSeries,7.4,2013
tt0060019,tvSeries,7.9,13422
tt0060026,tvSeries,7.2,2158
tt0060028,tvSeries,8.4,93296
tt0060034,tvSeries,7.3,3283
tt0060036,tvSeries,7.5,4264
tt0060037,tvSeries,7.1,2650
tt0060050,movie,6.7,2670
tt0060086,movie,7.0,15858
tt0060095,movie,6.3,2741
tt0060097,movie,5.7,2721
tt0060107,movie,8.0,57189
tt0060120,movie,6.2,3565
tt0060121,movie,6.4,7974
tt0060125,movie,7.7,5301
tt0060138,movie,7.7,22904
tt0060153,movie,6.5,35869
tt0060161,movie,8.0,6078
tt0060164,movie,6.2,6277
tt0060165,movie,7.3,4701
tt0060168,movie,3.8,2263
tt0060176,movie,7.4,67870
tt0060177,movie,7.1,7666
tt0060182,movie,7.2,7040
tt0060196,movie,8.8,813674
tt0060200,movie,6.4,4776
tt0060214,movie,6.7,5847
tt0060218,movie,6.3,3846
tt0060223,movie,7.5,2468
tt0060232,movie,7.1,13495
tt0060261,movie,6.7,2054
tt0060268,movie,7.0,13999
tt0060277,movie,7.9,12123
tt0060278,movie,5.9,4550
tt0060288,movie,6.2,2018
tt0060304,movie,6.5,8567
tt0060305,movie,7.9,6649
tt0060307,movie,5.8,3261
tt0060315,movie,7.2,31134
tt0060330,movie,6.5,3139
tt0060355,movie,6.5,4296
tt0060371,movie,7.6,6240
tt0060380,movie,7.0,2118
tt0060390,movie,7.2,45497
tt0060397,movie,6.8,20911
tt0060400,movie,6.7,7894
tt0060401,movie,7.3,2309
tt0060420,movie,7.1,2616
tt0060424,movie,7.2,15625
tt0060429,movie,5.5,2399
tt0060437,movie,6.8,7805
tt0060438,movie,6.8,9872
tt0060440,movie,6.2,3556
tt0060445,movie,7.0,6637
tt0060446,movie,5.1,2855
tt0060450,movie,6.4,8417
tt0060453,movie,6.9,4255
tt0060463,movie,6.4,5253
tt0060464,movie,5.5,6440
tt0060472,movie,7.2,10551
tt0060474,movie,7.9,20292
tt0060475,movie,6.5,3785
tt0060479,movie,6.5,2106
tt0060481,movie,7.3,2451
tt0060482,movie,7.6,2060
tt0060490,movie,6.8,10986
tt0060491,movie,6.5,3571
tt0060522,movie,7.5,29955
tt0060545,movie,7.6,3160
tt0060548,movie,6.1,3990
tt0060558,movie,3.4,2084
tt0060560,movie,7.2,2533
tt0060574,movie,7.3,2676
tt0060584,movie,8.3,13577
tt0060588,movie,6.8,8300
tt0060635,movie,7.4,3640
tt0060637,movie,6.3,2283
tt0060645,movie,6.9,2591
tt0060647,movie,6.2,4644
tt0060665,movie,7.7,37252
tt0060666,movie,1.6,37582
tt0060668,movie,7.5,2672
tt0060675,movie,7.4,17402
tt0060708,movie,5.0,3192
tt0060714,movie,6.5,2113
tt0060726,movie,6.3,3058
tt0060728,movie,5.8,2483
tt0060736,movie,7.3,5893
tt0060742,movie,8.3,5147
tt0060748,movie,6.9,9130
tt0060753,movie,1.6,6529
tt0060758,movie,7.5,6064
tt0060782,movie,5.7,9677
tt0060794,movie,6.9,7618
tt0060802,movie,7.6,13886
tt0060814,movie,6.8,5212
tt0060818,movie,6.2,2165
tt0060827,movie,8.1,131303
tt0060841,movie,6.6,5669
tt0060862,movie,7.3,18920
tt0060877,movie,5.2,2360
tt0060880,movie,6.3,4383
tt0060884,movie,6.3,3984
tt0060891,movie,7.5,3250
tt0060893,movie,6.1,3976
tt0060897,movie,5.5,4846
tt0060903,movie,6.7,2052
tt0060908,movie,7.3,4352
tt0060921,movie,7.0,10098
tt0060934,movie,7.5,16488
tt0060955,movie,7.6,22358
tt0060959,movie,7.3,15510
tt0060980,movie,5.9,3822
tt0061015,movie,5.7,2375
tt0061024,movie,6.1,2265
tt0061042,movie,7.7,3383
tt0061065,movie,7.9,10492
tt0061074,movie,6.5,2363
tt0061075,movie,6.6,5318
tt0061089,movie,7.0,6322
tt0061094,movie,6.4,2600
tt0061101,movie,7.1,9739
tt0061107,movie,6.6,29320
tt0061113,movie,7.0,2123
tt0061115,movie,7.1,2297
tt0061122,movie,7.3,5803
tt0061132,movie,7.2,5636
tt0061135,movie,6.5,4681
tt0061138,movie,7.5,11847
tt0061170,movie,6.6,4537
tt0061176,movie,6.6,2264
tt0061177,movie,5.8,10001
tt0061184,movie,8.0,80167
tt0061189,movie,5.6,3352
tt0061191,movie,1.8,4782
tt0061196,movie,7.6,2249
tt0061204,movie,6.7,4031
tt0061240,tvSeries,8.7,7344
tt0061248,tvSeries,7.7,3426
tt0061252,tvSeries,6.5,2809
tt0061263,tvSeries,7.6,2427
tt0061265,tvSeries,8.0,3459
tt0061266,tvSeries,6.9,4112
tt0061277,tvSeries,7.4,4316
tt0061287,tvSeries,8.5,15101
tt0061300,tvSeries,7.2,3387
tt0061301,tvSeries,7.3,4123
tt0061328,movie,6.8,5002
tt0061343,movie,7.3,2341
tt0061369,movie,6.6,11928
tt0061376,movie,7.0,3879
tt0061385,movie,7.0,20546
tt0061391,movie,6.8,9841
tt0061395,movie,7.6,49210
tt0061398,movie,5.3,2671
tt0061405,movie,5.9,6035
tt0061407,movie,7.1,8722
tt0061418,movie,7.7,120862
tt0061420,movie,5.9,2775
tt0061429,movie,7.0,5099
tt0061439,movie,6.5,7501
tt0061450,movie,6.5,4167
tt0061452,movie,5.0,32578
tt0061456,movie,2.3,2250
tt0061473,movie,6.9,8381
tt0061489,movie,5.6,3244
tt0061495,movie,7.3,9831
tt0061502,movie,6.3,2310
tt0061512,movie,8.1,189046
tt0061523,movie,6.0,6991
tt0061537,movie,7.5,3964
tt0061556,movie,6.7,4207
tt0061557,movie,4.2,2257
tt0061576,movie,6.2,5427
tt0061578,movie,7.7,79286
tt0061584,movie,6.1,10291
tt0061587,movie,6.3,4585
tt0061589,movie,7.9,10037
tt0061597,movie,7.2,3647
tt0061613,movie,7.2,6903
tt0061619,movie,7.5,30553
tt0061620,movie,7.0,3239
tt0061634,movie,6.1,3237
tt0061636,movie,7.1,3376
tt0061643,movie,6.7,6375
tt0061647,movie,6.3,3046
tt0061648,movie,7.2,6238
tt0061655,movie,7.0,33933
tt0061669,movie,6.6,2054
tt0061671,movie,1.8,2080
tt0061678,movie,6.8,2475
tt0061680,movie,6.0,2690
tt0061683,movie,6.5,5463
tt0061695,movie,5.1,2501
tt0061709,movie,7.1,5590
tt0061715,movie,6.4,2440
tt0061722,movie,8.0,289067
tt0061728,movie,6.7,6630
tt0061735,movie,7.8,49055
tt0061736,movie,6.6,2926
tt0061747,movie,7.0,43258
tt0061749,movie,6.5,2438
tt0061752,movie,7.2,2041
tt0061758,movie,5.1,2705
tt0061770,movie,7.4,13886
tt0061780,movie,6.7,2881
tt0061781,movie,7.4,12250
tt0061787,movie,6.6,4619
tt0061789,movie,5.5,2552
tt0061791,movie,7.2,5157
tt0061809,movie,7.9,29261
tt0061810,movie,6.1,6115
tt0061811,movie,7.9,83770
tt0061814,movie,7.6,4849
tt0061834,movie,6.0,4306
tt0061842,movie,7.9,2099
tt0061847,movie,8.3,14161
tt0061852,movie,7.6,199202
tt0061856,movie,5.2,5947
tt0061868,movie,5.5,3215
tt0061882,movie,7.2,10248
tt0061931,movie,6.6,3567
tt0061955,movie,7.2,10168
tt0061996,movie,7.7,13024
tt0062006,movie,5.5,2372
tt0062037,movie,5.6,2344
tt0062038,movie,7.2,8817
tt0062060,movie,8.0,2542
tt0062082,movie,6.3,2945
tt0062083,movie,7.5,7566
tt0062089,movie,7.2,2284
tt0062120,movie,6.6,4584
tt0062136,movie,7.8,26049
tt0062138,movie,7.3,23463
tt0062151,movie,6.4,3169
tt0062153,movie,6.8,3537
tt0062164,movie,7.8,3306
tt0062168,movie,7.0,11552
tt0062185,movie,6.7,8239
tt0062190,movie,6.3,2735
tt0062207,movie,6.9,2061
tt0062228,movie,7.9,3969
tt0062229,movie,8.0,57461
tt0062235,movie,5.9,2629
tt0062262,movie,6.5,6473
tt0062277,movie,7.7,2619
tt0062292,movie,6.2,2345
tt0062301,movie,6.6,4797
tt0062310,movie,7.1,3110
tt0062322,movie,7.8,5733
tt0062352,movie,7.3,3595
tt0062360,movie,4.5,2058
tt0062362,movie,6.9,7057
tt0062374,movie,7.7,5124
tt0062376,movie,7.6,20492
tt0062377,movie,6.4,3596
tt0062380,movie,6.5,3245
tt0062384,movie,6.1,3364
tt0062395,movie,6.1,5429
tt0062407,movie,7.4,14751
tt0062425,movie,7.3,2482
tt0062430,movie,6.0,9791
tt0062445,movie,7.4,2288
tt0062453,movie,7.2,9406
tt0062457,movie,6.9,2243
tt0062467,movie,7.7,33854
tt0062472,movie,6.8,10838
tt0062479,movie,6.2,3595
tt0062480,movie,6.9,15827
tt0062512,movie,6.8,117834
tt0062539,tvSeries,7.7,5020
tt0062550,tvSeries,8.5,10310
tt0062552,tvSeries,8.1,7270
tt0062568,tvSeries,7.4,8232
tt0062572,tvSeries,7.5,2205
tt0062578,tvSeries,7.1,2882
tt0062588,tvSeries,8.7,9585
tt0062589,tvSeries,6.9,2365
tt0062595,tvSeries,6.9,2644
tt0062598,tvSeries,7.4,4559
tt0062601,tvSeries,8.0,3675
tt0062622,movie,8.3,721679
tt0062626,movie,6.4,4428
tt0062639,movie,6.7,4107
tt0062657,movie,5.3,2323
tt0062671,movie,6.9,2853
tt0062673,movie,6.0,3798
tt0062687,movie,7.2,14480
tt0062695,movie,7.5,15154
tt0062708,movie,6.5,5754
tt0062711,movie,5.9,37923
tt0062713,movie,6.6,2394
tt0062728,movie,6.9,3572
tt0062737,movie,6.8,6780
tt0062755,movie,7.1,10846
tt0062759,movie,8.3,16288
tt0062765,movie,7.4,76066
tt0062776,movie,5.1,3605
tt0062782,movie,6.8,5476
tt0062790,movie,6.6,3889
tt0062794,movie,6.9,7309
tt0062803,movie,6.9,50825
tt0062824,movie,6.4,18958
tt0062825,movie,6.8,2020
tt0062827,movie,5.9,2618
tt0062833,movie,5.5,3005
tt0062861,movie,6.5,7211
